Transaction,Date,Item
997,11/10/2016,Keeping It Local
998,11/10/2016,Coffee
999,11/10/2016,Alfajores
1000,11/10/2016,Scandinavian
1000,11/10/2016,Chimichurri Oil
1001,11/10/2016,Bread
1001,11/10/2016,Truffles
1002,11/10/2016,Brownie
1002,11/10/2016,Focaccia
1003,11/10/2016,Coffee
1003,11/10/2016,Bread
1004,11/10/2016,Coffee
1004,11/10/2016,Tea
1004,11/10/2016,Art Tray
1004,11/10/2016,Cookies
1005,11/10/2016,Coffee
1006,11/10/2016,Bread
1007,11/10/2016,Coffee
1007,11/10/2016,Alfajores
1007,11/10/2016,Alfajores
1007,11/10/2016,Coke
1008,11/11/2016,Bread
1009,11/11/2016,Bread
1010,11/11/2016,Bread
1010,11/11/2016,Pastry
1010,11/11/2016,Medialuna
1010,11/11/2016,Coffee
1011,11/11/2016,Coffee
1012,11/11/2016,Bread
1012,11/11/2016,Keeping It Local
1013,11/11/2016,Bread
1014,11/11/2016,Coffee
1014,11/11/2016,Scandinavian
1015,11/11/2016,Bread
1015,11/11/2016,Farm House
1015,11/11/2016,Pastry
1015,11/11/2016,Medialuna
1016,11/11/2016,Medialuna
1017,11/11/2016,Coffee
1018,11/11/2016,Bread
1018,11/11/2016,Farm House
1019,11/11/2016,Bread
1020,11/11/2016,Keeping It Local
1020,11/11/2016,Bread
1021,11/11/2016,Bread
1021,11/11/2016,Medialuna
1022,11/11/2016,Tea
1023,11/11/2016,Coffee
1023,11/11/2016,Coffee
1023,11/11/2016,Pastry
1023,11/11/2016,Keeping It Local
1024,11/11/2016,Coffee
1025,11/11/2016,Tea
1026,11/11/2016,Hot chocolate
1027,11/11/2016,Tea
1027,11/11/2016,Sandwich
1028,11/11/2016,Bread
1029,11/11/2016,Medialuna
1029,11/11/2016,Muffin
1029,11/11/2016,Brownie
1030,11/11/2016,Coffee
1030,11/11/2016,Muffin
1031,11/11/2016,Bread
1032,11/11/2016,Coffee
1032,11/11/2016,Medialuna
1033,11/11/2016,Coffee
1034,11/11/2016,Coffee
1034,11/11/2016,Medialuna
1035,11/11/2016,Coffee
1036,11/11/2016,Coffee
1036,11/11/2016,Hot chocolate
1036,11/11/2016,Brownie
1036,11/11/2016,Bread
1037,11/11/2016,Bread
1037,11/11/2016,Bread
1038,11/11/2016,NONE
1038,11/11/2016,Bread
1039,11/11/2016,Coffee
1039,11/11/2016,Brownie
1040,11/11/2016,Ella's Kitchen Pouches
1040,11/11/2016,Coffee
1040,11/11/2016,Coffee
1040,11/11/2016,Medialuna
1040,11/11/2016,Pastry
1041,11/11/2016,Jam
1042,11/11/2016,Bread
1043,11/11/2016,Ella's Kitchen Pouches
1044,11/11/2016,Coffee
1044,11/11/2016,Coffee
1044,11/11/2016,Muffin
1046,11/11/2016,Tea
1046,11/11/2016,Coffee
1046,11/11/2016,Truffles
1047,11/11/2016,Coffee
1048,11/11/2016,Pastry
1048,11/11/2016,Brownie
1049,11/11/2016,Brownie
1049,11/11/2016,Bread
1050,11/11/2016,Bread
1050,11/11/2016,Coffee
1051,11/11/2016,Bread
1051,11/11/2016,Pastry
1052,11/11/2016,Alfajores
1052,11/11/2016,Bread
1053,11/11/2016,Brownie
1053,11/11/2016,Muffin
1053,11/11/2016,Scandinavian
1054,11/11/2016,Coffee
1055,11/11/2016,Fudge
1056,11/11/2016,Tea
1056,11/11/2016,Brownie
1057,11/11/2016,Bread
1058,11/11/2016,Bread
1058,11/11/2016,Muffin
1059,11/11/2016,Scandinavian
1060,11/11/2016,Bread
1061,11/11/2016,Coffee
1062,11/11/2016,Bread
1063,11/11/2016,Coffee
1063,11/11/2016,Soup
1064,11/11/2016,Soup
1065,11/11/2016,Coffee
1065,11/11/2016,Bread
1065,11/11/2016,Coffee
1065,11/11/2016,Alfajores
1065,11/11/2016,Alfajores
1066,11/11/2016,Farm House
1068,11/11/2016,Farm House
1068,11/11/2016,Chimichurri Oil
1069,11/11/2016,Farm House
1070,11/11/2016,Sandwich
1071,11/11/2016,Soup
1071,11/11/2016,Bread
1072,11/11/2016,Coffee
1072,11/11/2016,Art Tray
1072,11/11/2016,Frittata
1072,11/11/2016,Sandwich
1073,11/11/2016,Scandinavian
1073,11/11/2016,Fairy Doors
1074,11/11/2016,Mineral water
1074,11/11/2016,Cookies
1075,11/11/2016,Brownie
1075,11/11/2016,Coffee
1075,11/11/2016,Coffee
1076,11/11/2016,Bread
1076,11/11/2016,Hearty & Seasonal
1077,11/11/2016,Hearty & Seasonal
1077,11/11/2016,Bread
1078,11/11/2016,Scandinavian
1078,11/11/2016,Focaccia
1080,11/11/2016,Fudge
1081,11/11/2016,Coffee
1081,11/11/2016,Tea
1081,11/11/2016,Cake
1082,11/11/2016,Coffee
1083,11/11/2016,Truffles
1084,11/11/2016,Coffee
1084,11/11/2016,Coffee
1084,11/11/2016,Brownie
1085,11/11/2016,Scandinavian
1086,11/11/2016,Muffin
1086,11/11/2016,Coffee
1087,11/11/2016,Soup
1087,11/11/2016,Coke
1087,11/11/2016,Hot chocolate
1087,11/11/2016,Fudge
1088,11/11/2016,Sandwich
1088,11/11/2016,Juice
1088,11/11/2016,Alfajores
1089,11/11/2016,Coffee
1089,11/11/2016,Alfajores
1090,11/11/2016,Brownie
1090,11/11/2016,Coffee
1090,11/11/2016,Hot chocolate
1090,11/11/2016,Coffee
1090,11/11/2016,Juice
1091,11/11/2016,Scandinavian
1092,11/11/2016,Coffee
1093,11/11/2016,Hot chocolate
1093,11/11/2016,My-5 Fruit Shoot
1093,11/11/2016,Cake
1094,11/11/2016,Soup
1094,11/11/2016,Sandwich
1094,11/11/2016,Tea
1094,11/11/2016,Alfajores
1094,11/11/2016,Alfajores
1095,11/11/2016,Mineral water
1096,11/11/2016,Bread
1097,11/11/2016,Scandinavian
1098,11/11/2016,Tea
1099,11/11/2016,Tea
1100,11/11/2016,Fudge
1101,11/11/2016,Scandinavian
1102,11/11/2016,Coffee
1103,11/11/2016,Coffee
1104,11/12/2016,Medialuna
1104,11/12/2016,Coffee
1105,11/12/2016,Bread
1106,11/12/2016,Bread
1106,11/12/2016,Pastry
1106,11/12/2016,Medialuna
1106,11/12/2016,Coffee
1107,11/12/2016,Pastry
1107,11/12/2016,Bread
1108,11/12/2016,Coffee
1108,11/12/2016,Coffee
1108,11/12/2016,Hot chocolate
1108,11/12/2016,Bread
1108,11/12/2016,Pastry
1108,11/12/2016,Medialuna
1109,11/12/2016,Coffee
1110,11/12/2016,Jam
1110,11/12/2016,Bread
1111,11/12/2016,Medialuna
1112,11/12/2016,Medialuna
1112,11/12/2016,Medialuna
1112,11/12/2016,Bread
1113,11/12/2016,NONE
1114,11/12/2016,Coffee
1115,11/12/2016,Coffee
1116,11/12/2016,Bread
1117,11/12/2016,Coffee
1117,11/12/2016,Muffin
1118,11/12/2016,Medialuna
1118,11/12/2016,Bread
1119,11/12/2016,Bread
1120,11/12/2016,Bread
1120,11/12/2016,Medialuna
1121,11/12/2016,Coffee
1121,11/12/2016,Pastry
1121,11/12/2016,Brownie
1122,11/12/2016,Medialuna
1122,11/12/2016,Scandinavian
1123,11/12/2016,Bread
1124,11/12/2016,Coffee
1124,11/12/2016,Muffin
1125,11/12/2016,Bread
1125,11/12/2016,NONE
1126,11/12/2016,Coffee
1127,11/12/2016,Medialuna
1127,11/12/2016,Muffin
1128,11/12/2016,Bread
1129,11/12/2016,Coffee
1130,11/12/2016,Alfajores
1130,11/12/2016,Bread
1130,11/12/2016,Scandinavian
1131,11/12/2016,Coffee
1132,11/12/2016,Bread
1133,11/12/2016,Medialuna
1134,11/12/2016,Coffee
1134,11/12/2016,Scandinavian
1135,11/12/2016,Coffee
1135,11/12/2016,Tea
1135,11/12/2016,Brownie
1135,11/12/2016,Truffles
1135,11/12/2016,Muffin
1136,11/12/2016,Tartine
1136,11/12/2016,Coffee
1136,11/12/2016,NONE
1137,11/12/2016,Coffee
1137,11/12/2016,Coffee
1138,11/12/2016,Alfajores
1138,11/12/2016,Scandinavian
1139,11/12/2016,NONE
1139,11/12/2016,Coffee
1139,11/12/2016,Medialuna
1139,11/12/2016,Hot chocolate
1140,11/12/2016,Coffee
1140,11/12/2016,Muffin
1140,11/12/2016,Alfajores
1141,11/12/2016,Farm House
1141,11/12/2016,Coffee
1141,11/12/2016,Coffee
1141,11/12/2016,Muffin
1141,11/12/2016,Brownie
1142,11/12/2016,Bread
1142,11/12/2016,Coffee
1142,11/12/2016,Medialuna
1142,11/12/2016,Farm House
1143,11/12/2016,Farm House
1143,11/12/2016,Scandinavian
1144,11/12/2016,Truffles
1144,11/12/2016,Bread
1144,11/12/2016,Coffee
1145,11/12/2016,Frittata
1145,11/12/2016,Soup
1145,11/12/2016,Coffee
1145,11/12/2016,Coffee
1146,11/12/2016,Scandinavian
1146,11/12/2016,Eggs
1147,11/12/2016,Brownie
1147,11/12/2016,Truffles
1147,11/12/2016,Coffee
1147,11/12/2016,Coffee
1148,11/12/2016,Scandinavian
1149,11/12/2016,Coke
1150,11/12/2016,Sandwich
1150,11/12/2016,Soup
1150,11/12/2016,Coffee
1150,11/12/2016,Alfajores
1151,11/12/2016,Tea
1151,11/12/2016,Juice
1151,11/12/2016,Hearty & Seasonal
1151,11/12/2016,Hearty & Seasonal
1152,11/12/2016,Truffles
1153,11/12/2016,NONE
1153,11/12/2016,Coffee
1153,11/12/2016,Coffee
1153,11/12/2016,Muffin
1153,11/12/2016,Brownie
1154,11/12/2016,Bread
1155,11/12/2016,Bowl Nic Pitt
1155,11/12/2016,Frittata
1155,11/12/2016,Muffin
1155,11/12/2016,Coffee
1156,11/12/2016,Soup
1156,11/12/2016,Frittata
1156,11/12/2016,Brownie
1156,11/12/2016,Coffee
1156,11/12/2016,Tea
1157,11/12/2016,Hot chocolate
1157,11/12/2016,Coffee
1157,11/12/2016,Muffin
1157,11/12/2016,Alfajores
1158,11/12/2016,Scandinavian
1158,11/12/2016,Keeping It Local
1158,11/12/2016,NONE
1158,11/12/2016,Tea
1158,11/12/2016,Coffee
1158,11/12/2016,Alfajores
1159,11/12/2016,Bread
1160,11/12/2016,Fudge
1161,11/12/2016,Farm House
1162,11/12/2016,Farm House
1163,11/12/2016,Coffee
1163,11/12/2016,Coffee
1163,11/12/2016,Brownie
1163,11/12/2016,Muffin
1164,11/12/2016,Soup
1164,11/12/2016,Coffee
1164,11/12/2016,Bread
1165,11/12/2016,Frittata
1165,11/12/2016,Bread
1165,11/12/2016,Muffin
1166,11/12/2016,Farm House
1166,11/12/2016,Bread
1166,11/12/2016,Muffin
1167,11/12/2016,Bread
1168,11/12/2016,Bread
1168,11/12/2016,Coffee
1168,11/12/2016,Bread
1169,11/12/2016,Farm House
1170,11/12/2016,Bread
1170,11/12/2016,Coffee
1170,11/12/2016,Muffin
1170,11/12/2016,Cookies
1171,11/12/2016,Hot chocolate
1171,11/12/2016,Coffee
1172,11/12/2016,Muffin
1172,11/12/2016,Jam
1173,11/12/2016,Coffee
1173,11/12/2016,Hot chocolate
1173,11/12/2016,Tea
1174,11/12/2016,Coffee
1174,11/12/2016,Coffee
1174,11/12/2016,Alfajores
1175,11/12/2016,Tea
1175,11/12/2016,Hearty & Seasonal
1175,11/12/2016,Farm House
1176,11/12/2016,Bread
1176,11/12/2016,Coffee
1176,11/12/2016,Alfajores
1176,11/12/2016,Cookies
1177,11/12/2016,Hearty & Seasonal
1177,11/12/2016,Sandwich
1177,11/12/2016,Bread
1177,11/12/2016,Muffin
1177,11/12/2016,Brownie
1178,11/12/2016,Coffee
1178,11/12/2016,Truffles
1178,11/12/2016,Brownie
1178,11/12/2016,Alfajores
1179,11/12/2016,Coffee
1179,11/12/2016,Tea
1179,11/12/2016,Bread
1180,11/12/2016,Tea
1180,11/12/2016,Coffee
1180,11/12/2016,Muffin
1180,11/12/2016,Keeping It Local
1181,11/12/2016,Coffee
1181,11/12/2016,Alfajores
1182,11/12/2016,Bread
1183,11/12/2016,Tea
1183,11/12/2016,Hot chocolate
1183,11/12/2016,Alfajores
1184,11/12/2016,Bread
1185,11/12/2016,Alfajores
1185,11/12/2016,Truffles
1186,11/12/2016,Bread
1187,11/12/2016,Bread
1187,11/12/2016,Brownie
1187,11/12/2016,Muffin
1188,11/12/2016,Coffee
1188,11/12/2016,Brownie
1188,11/12/2016,Coffee
1189,11/12/2016,Bread
1189,11/12/2016,Bread
1190,11/12/2016,Bread
1190,11/12/2016,Alfajores
1190,11/12/2016,Muffin
1191,11/12/2016,Truffles
1191,11/12/2016,Frittata
1192,11/12/2016,Coffee
1193,11/12/2016,Bread
1194,11/12/2016,Coffee
1194,11/12/2016,Muffin
1195,11/12/2016,Muffin
1196,11/12/2016,Juice
1197,11/12/2016,Coffee
1198,11/12/2016,Muffin
1199,11/12/2016,Bread
1200,11/12/2016,Coffee
1201,11/13/2016,Tartine
1201,11/13/2016,Coffee
1201,11/13/2016,Tea
1202,11/13/2016,Coffee
1203,11/13/2016,Coffee
1203,11/13/2016,Tea
1203,11/13/2016,NONE
1204,11/13/2016,Medialuna
1204,11/13/2016,Coffee
1205,11/13/2016,Medialuna
1205,11/13/2016,Bread
1205,11/13/2016,Coffee
1205,11/13/2016,Pastry
1205,11/13/2016,NONE
1205,11/13/2016,Farm House
1206,11/13/2016,Bread
1206,11/13/2016,Pastry
1206,11/13/2016,Bread
1207,11/13/2016,Medialuna
1207,11/13/2016,Coffee
1207,11/13/2016,Bread
1208,11/13/2016,Pastry
1209,11/13/2016,Bread
1210,11/13/2016,Medialuna
1210,11/13/2016,Pastry
1210,11/13/2016,Bread
1211,11/13/2016,Coffee
1211,11/13/2016,Keeping It Local
1212,11/13/2016,Bread
1212,11/13/2016,Farm House
1212,11/13/2016,Jam
1212,11/13/2016,Pastry
1213,11/13/2016,Bread
1214,11/13/2016,Coffee
1214,11/13/2016,Medialuna
1215,11/13/2016,Coffee
1216,11/13/2016,NONE
1216,11/13/2016,Tea
1216,11/13/2016,Bread
1217,11/13/2016,Bread
1217,11/13/2016,Pastry
1218,11/13/2016,Hearty & Seasonal
1219,11/13/2016,Scandinavian
1220,11/13/2016,Coffee
1220,11/13/2016,Hot chocolate
1220,11/13/2016,Pastry
1221,11/13/2016,Bread
1221,11/13/2016,Muffin
1222,11/13/2016,Coffee
1222,11/13/2016,Keeping It Local
1223,11/13/2016,Bread
1223,11/13/2016,Coffee
1223,11/13/2016,Medialuna
1224,11/13/2016,Coffee
1224,11/13/2016,Pastry
1224,11/13/2016,Bread
1225,11/13/2016,Medialuna
1226,11/13/2016,Brownie
1227,11/13/2016,Muffin
1228,11/13/2016,Hearty & Seasonal
1228,11/13/2016,NONE
1229,11/13/2016,Coffee
1229,11/13/2016,Bread
1229,11/13/2016,NONE
1230,11/13/2016,Coffee
1230,11/13/2016,Alfajores
1231,11/13/2016,Coffee
1231,11/13/2016,Coffee
1231,11/13/2016,Keeping It Local
1231,11/13/2016,Bread
1232,11/13/2016,Bread
1233,11/13/2016,Coffee
1234,11/13/2016,NONE
1234,11/13/2016,Coffee
1234,11/13/2016,Coffee
1234,11/13/2016,Hot chocolate
1234,11/13/2016,Medialuna
1235,11/13/2016,Brownie
1235,11/13/2016,Bread
1236,11/13/2016,Bread
1237,11/13/2016,Sandwich
1237,11/13/2016,NONE
1237,11/13/2016,Coffee
1237,11/13/2016,Coffee
1238,11/13/2016,Bread
1238,11/13/2016,Bread
1238,11/13/2016,Brownie
1239,11/13/2016,Brownie
1239,11/13/2016,Coffee
1239,11/13/2016,Bread
1240,11/13/2016,Sandwich
1240,11/13/2016,Brownie
1240,11/13/2016,Hot chocolate
1240,11/13/2016,Coffee
1241,11/13/2016,Coffee
1242,11/13/2016,Bread
1242,11/13/2016,NONE
1242,11/13/2016,Mineral water
1243,11/13/2016,Coffee
1243,11/13/2016,Coffee
1243,11/13/2016,NONE
1244,11/13/2016,Bread
1245,11/13/2016,Bread
1246,11/13/2016,Coffee
1247,11/13/2016,Bread
1248,11/13/2016,NONE
1248,11/13/2016,Bacon
1248,11/13/2016,Art Tray
1248,11/13/2016,Coffee
1248,11/13/2016,Coffee
1248,11/13/2016,Juice
1249,11/13/2016,Bread
1250,11/13/2016,Coffee
1251,11/13/2016,Hearty & Seasonal
1251,11/13/2016,Coffee
1251,11/13/2016,Tea
1252,11/13/2016,Brownie
1252,11/13/2016,Medialuna
1252,11/13/2016,Muffin
1253,11/13/2016,Bread
1254,11/13/2016,Bread
1254,11/13/2016,Brownie
1254,11/13/2016,Muffin
1254,11/13/2016,Bread
1254,11/13/2016,My-5 Fruit Shoot
1255,11/13/2016,Brownie
1255,11/13/2016,Alfajores
1255,11/13/2016,Coffee
1255,11/13/2016,Bread
1256,11/13/2016,Bread
1256,11/13/2016,Jam
1256,11/13/2016,Spread
1257,11/13/2016,Brownie
1258,11/13/2016,Coffee
1258,11/13/2016,Hearty & Seasonal
1259,11/13/2016,Bread
1259,11/13/2016,Bread
1259,11/13/2016,Keeping It Local
1259,11/13/2016,NONE
1259,11/13/2016,Hearty & Seasonal
1259,11/13/2016,Tea
1260,11/13/2016,Coffee
1260,11/13/2016,Coke
1260,11/13/2016,Mineral water
1260,11/13/2016,Bread
1260,11/13/2016,Brownie
1261,11/13/2016,Muffin
1261,11/13/2016,Coffee
1261,11/13/2016,Tea
1262,11/13/2016,Bread
1263,11/13/2016,Bread
1264,11/13/2016,Coffee
1264,11/13/2016,Coffee
1264,11/13/2016,Tea
1264,11/13/2016,Frittata
1264,11/13/2016,Keeping It Local
1264,11/13/2016,Bread
1265,11/13/2016,Cookies
1266,11/13/2016,Bread
1266,11/13/2016,Cake
1267,11/13/2016,Coffee
1267,11/13/2016,Coffee
1267,11/13/2016,Fudge
1267,11/13/2016,Bread
1268,11/13/2016,Muffin
1269,11/13/2016,Coffee
1269,11/13/2016,Kids biscuit
1270,11/13/2016,Juice
1270,11/13/2016,Muffin
1270,11/13/2016,Brownie
1271,11/13/2016,Kids biscuit
1272,11/13/2016,Kids biscuit
1273,11/13/2016,Art Tray
1273,11/13/2016,Tartine
1274,11/13/2016,Fudge
1274,11/13/2016,NONE
1274,11/13/2016,My-5 Fruit Shoot
1274,11/13/2016,Kids biscuit
1274,11/13/2016,Muffin
1275,11/14/2016,Coffee
1276,11/14/2016,Coffee
1277,11/14/2016,Tea
1277,11/14/2016,Medialuna
1278,11/14/2016,Medialuna
1278,11/14/2016,Coffee
1279,11/14/2016,Coffee
1280,11/14/2016,Coffee
1280,11/14/2016,Medialuna
1281,11/14/2016,Pastry
1281,11/14/2016,Coffee
1282,11/14/2016,Keeping It Local
1282,11/14/2016,NONE
1282,11/14/2016,Tea
1282,11/14/2016,Coffee
1282,11/14/2016,Coffee
1283,11/14/2016,Farm House
1284,11/14/2016,Tea
1284,11/14/2016,Truffles
1285,11/14/2016,Farm House
1286,11/14/2016,Coffee
1286,11/14/2016,Keeping It Local
1287,11/14/2016,Medialuna
1287,11/14/2016,Truffles
1287,11/14/2016,Tea
1288,11/14/2016,Tea
1288,11/14/2016,Keeping It Local
1289,11/14/2016,Medialuna
1289,11/14/2016,Pastry
1289,11/14/2016,Truffles
1290,11/14/2016,Pastry
1291,11/14/2016,Focaccia
1291,11/14/2016,Farm House
1292,11/14/2016,Coffee
1292,11/14/2016,Bread
1293,11/14/2016,Coffee
1293,11/14/2016,Truffles
1294,11/14/2016,Coffee
1294,11/14/2016,Coffee
1294,11/14/2016,Kids biscuit
1295,11/14/2016,NONE
1295,11/14/2016,Coffee
1295,11/14/2016,Tea
1296,11/14/2016,Coffee
1296,11/14/2016,Coffee
1297,11/14/2016,Bread
1297,11/14/2016,Bread
1298,11/14/2016,Bread
1299,11/14/2016,Medialuna
1300,11/14/2016,Bread
1301,11/14/2016,Tea
1301,11/14/2016,Bread
1303,11/14/2016,Mineral water
1303,11/14/2016,Coffee
1303,11/14/2016,Kids biscuit
1303,11/14/2016,Muffin
1304,11/14/2016,Pastry
1305,11/14/2016,Coffee
1305,11/14/2016,Keeping It Local
1306,11/14/2016,Bread
1306,11/14/2016,Sandwich
1306,11/14/2016,Tea
1307,11/14/2016,Fudge
1307,11/14/2016,Fudge
1307,11/14/2016,Bread
1307,11/14/2016,Truffles
1308,11/14/2016,Sandwich
1308,11/14/2016,Coffee
1309,11/14/2016,Coffee
1309,11/14/2016,Tea
1309,11/14/2016,Truffles
1310,11/14/2016,Bread
1311,11/14/2016,Sandwich
1311,11/14/2016,Coffee
1311,11/14/2016,Tea
1313,11/14/2016,Coffee
1314,11/14/2016,Sandwich
1314,11/14/2016,Bread
1315,11/14/2016,Hearty & Seasonal
1315,11/14/2016,Hearty & Seasonal
1315,11/14/2016,Alfajores
1315,11/14/2016,Truffles
1316,11/14/2016,Frittata
1316,11/14/2016,Muffin
1316,11/14/2016,Coffee
1316,11/14/2016,Coffee
1317,11/14/2016,Sandwich
1317,11/14/2016,Hot chocolate
1317,11/14/2016,Coffee
1317,11/14/2016,Hearty & Seasonal
1317,11/14/2016,Cookies
1318,11/14/2016,Bread
1318,11/14/2016,Bread
1318,11/14/2016,Sandwich
1319,11/14/2016,Farm House
1320,11/14/2016,Coffee
1320,11/14/2016,Muffin
1321,11/14/2016,Scandinavian
1321,11/14/2016,Bread
1322,11/14/2016,Sandwich
1322,11/14/2016,Soup
1322,11/14/2016,Coffee
1322,11/14/2016,Tea
1323,11/14/2016,Farm House
1324,11/14/2016,Coffee
1324,11/14/2016,Tea
1325,11/14/2016,Soup
1325,11/14/2016,Jam
1325,11/14/2016,Muffin
1325,11/14/2016,Coffee
1326,11/14/2016,Bread
1327,11/14/2016,Coffee
1327,11/14/2016,Soup
1328,11/14/2016,Coffee
1328,11/14/2016,Coffee
1328,11/14/2016,Muffin
1329,11/14/2016,Bread
1329,11/14/2016,Muffin
1329,11/14/2016,Kids biscuit
1330,11/14/2016,Coffee
1330,11/14/2016,Bread
1331,11/14/2016,Coffee
1332,11/14/2016,Muffin
1333,11/14/2016,Ella's Kitchen Pouches
1333,11/14/2016,Bread
1333,11/14/2016,Muffin
1334,11/14/2016,Soup
1334,11/14/2016,Sandwich
1334,11/14/2016,Frittata
1335,11/14/2016,Bread
1335,11/14/2016,Sandwich
1336,11/14/2016,Coffee
1336,11/14/2016,Bread
1336,11/14/2016,Coffee
1336,11/14/2016,Bread
1336,11/14/2016,Cookies
1337,11/14/2016,Bread
1337,11/14/2016,Art Tray
1337,11/14/2016,Tea
1337,11/14/2016,Hot chocolate
1338,11/14/2016,Art Tray
1338,11/14/2016,Coffee
1338,11/14/2016,Hot chocolate
1338,11/14/2016,Juice
1338,11/14/2016,Muffin
1339,11/14/2016,Hot chocolate
1339,11/14/2016,Coffee
1340,11/14/2016,Farm House
1341,11/14/2016,Farm House
1341,11/14/2016,Muffin
1342,11/15/2016,Coffee
1342,11/15/2016,Medialuna
1343,11/15/2016,Bread
1343,11/15/2016,Keeping It Local
1344,11/15/2016,Coffee
1345,11/15/2016,Bread
1346,11/15/2016,Medialuna
1346,11/15/2016,Tea
1346,11/15/2016,Coffee
1347,11/15/2016,Hot chocolate
1348,11/15/2016,Coffee
1349,11/15/2016,Coke
1350,11/15/2016,Coffee
1351,11/15/2016,Farm House
1352,11/15/2016,Coffee
1352,11/15/2016,Coffee
1352,11/15/2016,Keeping It Local
1352,11/15/2016,Bread
1353,11/15/2016,Coffee
1353,11/15/2016,Truffles
1354,11/15/2016,Coffee
1355,11/15/2016,Coffee
1355,11/15/2016,Tea
1355,11/15/2016,Keeping It Local
1356,11/15/2016,Coffee
1356,11/15/2016,Keeping It Local
1357,11/15/2016,Coffee
1357,11/15/2016,Tea
1358,11/15/2016,Coffee
1359,11/15/2016,Coffee
1360,11/15/2016,Coffee
1360,11/15/2016,Bread
1361,11/15/2016,Coffee
1361,11/15/2016,NONE
1362,11/15/2016,Bread
1363,11/15/2016,Farm House
1364,11/15/2016,Coffee
1364,11/15/2016,Kids biscuit
1365,11/15/2016,Tea
1365,11/15/2016,Muffin
1366,11/15/2016,Bread
1367,11/15/2016,Coffee
1367,11/15/2016,Pastry
1368,11/15/2016,Scandinavian
1368,11/15/2016,Coffee
1368,11/15/2016,Soup
1369,11/15/2016,Scandinavian
1369,11/15/2016,Pastry
1369,11/15/2016,Muffin
1370,11/15/2016,Coffee
1370,11/15/2016,Pastry
1371,11/15/2016,Soup
1371,11/15/2016,Hearty & Seasonal
1371,11/15/2016,Tea
1372,11/15/2016,Bread
1372,11/15/2016,Scandinavian
1373,11/15/2016,Scandinavian
1373,11/15/2016,Bread
1373,11/15/2016,Truffles
1374,11/15/2016,Coffee
1374,11/15/2016,Coffee
1374,11/15/2016,Soup
1375,11/15/2016,Medialuna
1375,11/15/2016,Medialuna
1376,11/15/2016,Coffee
1376,11/15/2016,Coffee
1376,11/15/2016,Medialuna
1376,11/15/2016,Medialuna
1376,11/15/2016,Bread
1377,11/15/2016,Bread
1378,11/15/2016,Coffee
1378,11/15/2016,Bread
1379,11/15/2016,Soup
1379,11/15/2016,Sandwich
1380,11/15/2016,Sandwich
1380,11/15/2016,Hearty & Seasonal
1380,11/15/2016,Coffee
1381,11/15/2016,Soup
1382,11/15/2016,Bread
1383,11/15/2016,Soup
1383,11/15/2016,Coffee
1383,11/15/2016,Pastry
1384,11/15/2016,Pastry
1384,11/15/2016,Coffee
1384,11/15/2016,Coffee
1386,11/15/2016,Coffee
1386,11/15/2016,Coffee
1386,11/15/2016,Soup
1386,11/15/2016,Bread
1387,11/15/2016,Bread
1388,11/15/2016,Coffee
1388,11/15/2016,Coffee
1388,11/15/2016,Sandwich
1388,11/15/2016,Hearty & Seasonal
1389,11/15/2016,Coffee
1389,11/15/2016,Coffee
1389,11/15/2016,Soup
1390,11/15/2016,Bread
1391,11/15/2016,Bread
1392,11/15/2016,Bread
1393,11/15/2016,Coffee
1394,11/15/2016,Bread
1394,11/15/2016,Soup
1395,11/15/2016,Coffee
1395,11/15/2016,Coffee
1395,11/15/2016,Hearty & Seasonal
1395,11/15/2016,Soup
1396,11/15/2016,Scandinavian
1397,11/15/2016,Coffee
1397,11/15/2016,Medialuna
1398,11/15/2016,Bread
1399,11/15/2016,Bread
1399,11/15/2016,Brownie
1400,11/15/2016,Fudge
1401,11/15/2016,Coke
1402,11/15/2016,Coke
1403,11/15/2016,Brownie
1403,11/15/2016,Muffin
1404,11/15/2016,Tea
1404,11/15/2016,Bread
1404,11/15/2016,Truffles
1404,11/15/2016,Pastry
1405,11/15/2016,Tea
1406,11/15/2016,Bread
1406,11/15/2016,Truffles
1407,11/15/2016,Medialuna
1408,11/16/2016,Coffee
1408,11/16/2016,Medialuna
1409,11/16/2016,Bread
1410,11/16/2016,Pastry
1410,11/16/2016,Coffee
1411,11/16/2016,Coffee
1411,11/16/2016,Bread
1411,11/16/2016,NONE
1411,11/16/2016,Jam
1412,11/16/2016,Bread
1412,11/16/2016,Coffee
1412,11/16/2016,NONE
1413,11/16/2016,Coke
1414,11/16/2016,Bread
1415,11/16/2016,Coffee
1415,11/16/2016,Coffee
1416,11/16/2016,Coffee
1417,11/16/2016,Pastry
1418,11/16/2016,Scandinavian
1418,11/16/2016,Pastry
1418,11/16/2016,NONE
1419,11/16/2016,Bread
1419,11/16/2016,NONE
1419,11/16/2016,Granola
1420,11/16/2016,Tea
1420,11/16/2016,Coffee
1420,11/16/2016,Pastry
1421,11/16/2016,Bread
1421,11/16/2016,Mineral water
1422,11/16/2016,Tea
1422,11/16/2016,Medialuna
1423,11/16/2016,Brownie
1424,11/16/2016,Tea
1424,11/16/2016,Coffee
1424,11/16/2016,Pastry
1425,11/16/2016,Hot chocolate
1425,11/16/2016,Coffee
1425,11/16/2016,Cake
1426,11/16/2016,Bread
1427,11/16/2016,Bread
1427,11/16/2016,Jam
1428,11/16/2016,Scandinavian
